8.011192083358764648e-01 2.821221351623535156e-01 -6.998186558485031128e-02 8.806110918521881104e-02 1.256442163139581680e-02
2.816933989524841309e-01 1.403916925191879272e-01 3.532065078616142273e-02 7.127760350704193115e-02 1.163991689682006836e-01
-1.426946282386779785e+00 -4.969929456710815430e-01 -1.548723578453063965e-01 -6.589181423187255859e-01 -1.117059230804443359e+00
1.555523514747619629e+00 -1.041843891143798828e+00 -1.051233768463134766e+00 -7.847992181777954102e-01 4.563317075371742249e-02
-6.588441133499145508e-01 1.023426532745361328e+00 -9.202734827995300293e-01 -7.118058204650878906e-02 3.174719214439392090e-02
4.714617133140563965e-02 4.539345856755971909e-03 1.688072681427001953e-01 1.782171130180358887e-01 1.352025270462036133e-01
-2.652495801448822021e-01 1.166430860757827759e-01 -6.963976621627807617e-01 9.722386598587036133e-01 1.190266162157058716e-01
3.249918296933174133e-02 1.801458187401294708e-02 5.553617477416992188e-01 1.665917038917541504e+00 9.745435416698455811e-02
-1.429255157709121704e-01 -2.679004669189453125e-01 -3.638511002063751221e-01 2.900110781192779541e-01 1.239412873983383179e-01
-1.874000132083892822e-01 1.656196713447570801e+00 -5.065970420837402344e-01 8.485986590385437012e-01 3.722435235977172852e-02
-6.991452574729919434e-01 -3.399637341499328613e-01 1.302982568740844727e+00 3.812253773212432861e-01 6.734316051006317139e-02
-1.342690229415893555e+00 1.005447745323181152e+00 -2.885030806064605713e-01 5.458450317382812500e-01 4.861699789762496948e-02
-1.943828910589218140e-01 -1.757719926536083221e-02 3.277924656867980957e-01 1.175139546394348145e-01 1.225217357277870178e-01
-9.731444716453552246e-02 1.063164591789245605e+00 -3.331089913845062256e-01 -3.197077810764312744e-01 8.951631933450698853e-02
1.702320814132690430e+00 -1.458339691162109375e+00 2.095310837030410767e-01 3.147618174552917480e-01 5.349671095609664917e-02
-7.593726366758346558e-02 -8.671385794878005981e-02 5.228086113929748535e-01 3.848243951797485352e-01 1.200089678168296814e-01
2.778060913085937500e+00 9.297518134117126465e-01 1.541840791702270508e+00 1.279510110616683960e-01 2.918676473200321198e-02
-6.282044649124145508e-01 3.119417190551757812e+00 -4.041567742824554443e-01 1.018364310264587402e+00 2.710234642028808594e+00
3.378605544567108154e-01 6.357683241367340088e-02 1.474962711334228516e+00 1.442799687385559082e+00 8.277654647827148438e-02
-4.960435628890991211e-02 -4.290075302124023438e-01 -2.053938955068588257e-01 7.815790921449661255e-02 1.169695183634757996e-01
3.435868620872497559e-01 3.179204463958740234e-02 4.199553430080413818e-01 -5.832327604293823242e-01 1.028164923191070557e-01
