9.268469810485839844e-01 -2.588312625885009766e+00 -4.165460169315338135e-01 1.921208500862121582e-01
5.947191119194030762e-01 -7.895913720130920410e-01 -1.307321310043334961e+00 -1.183062672615051270e+00
2.126906812191009521e-01 -1.374689042568206787e-01 -3.700406551361083984e-01 -3.201780617237091064e-01
-5.011063814163208008e-01 8.462621569633483887e-01 -4.399821758270263672e-01 -4.602296948432922363e-01
-9.313338398933410645e-01 -5.207757949829101562e-01 -1.428200602531433105e-01 -1.675878763198852539e-01
6.098411083221435547e-01 -8.881495594978332520e-01 -1.170762896537780762e+00 -1.022034883499145508e+00
-4.222394824028015137e-01 -4.155504107475280762e-01 -7.871083617210388184e-01 -8.881338238716125488e-01
-5.815053582191467285e-01 -7.090852856636047363e-01 -9.780306220054626465e-01 -1.016467690467834473e+00
6.804273724555969238e-01 -8.597512245178222656e-01 -1.377705216407775879e+00 -1.340448141098022461e+00
-8.655864745378494263e-02 3.001301176846027374e-02 -4.900226891040802002e-01 9.200231730937957764e-02
-6.507930904626846313e-02 -1.288653731346130371e+00 -6.478582620620727539e-01 -4.380539953708648682e-01
1.954572051763534546e-01 -5.873994231224060059e-01 -6.112411618232727051e-01 -1.107075065374374390e-01
1.674321889877319336e-01 1.105534881353378296e-01 -9.287685751914978027e-01 -8.933883905410766602e-01
1.906508654356002808e-01 -5.873815417289733887e-01 -3.695282340049743652e-01 -4.279550313949584961e-01
-1.249217867851257324e+00 -1.442126870155334473e+00 -4.589431285858154297e-01 -8.107486963272094727e-01
4.539751112461090088e-01 -1.065978527069091797e+00 -1.044529080390930176e+00 -1.037826180458068848e+00
9.101752191781997681e-02 8.877281546592712402e-01 -6.462035328149795532e-02 -3.370530605316162109e-01
-8.665109276771545410e-01 -5.875678658485412598e-01 -7.595158219337463379e-01 -9.676584005355834961e-01
-7.079468369483947754e-01 -9.521838426589965820e-01 -6.706938147544860840e-01 -6.166887283325195312e-01
3.800663948059082031e-01 -6.056712865829467773e-01 -1.152782559394836426e+00 -8.266191482543945312e-01
9.292019903659820557e-02 -5.762484073638916016e-01 -9.965353012084960938e-01 -8.894571661949157715e-01
-1.167413830757141113e+00 1.400105096399784088e-02 -5.877944827079772949e-01 2.971548736095428467e-01
4.482554793357849121e-01 -8.629881143569946289e-01 -1.031523108482360840e+00 -1.066407799720764160e+00
-2.192384958267211914e+00 3.934452831745147705e-01 -3.571312129497528076e-01 -5.195292234420776367e-01
7.200326919555664062e-01 -1.336612820625305176e+00 -9.838079810142517090e-01 -9.241338372230529785e-01
-4.110405445098876953e-01 2.749309539794921875e-01 -2.975655496120452881e-01 -2.659710049629211426e-01
3.687255680561065674e-01 1.189296990633010864e-01 -5.973943471908569336e-01 -9.192666411399841309e-02
1.142741739749908447e-01 -8.740077167749404907e-02 -2.921679913997650146e-01 -7.816127687692642212e-02
-3.538847565650939941e-01 3.855131268501281738e-01 -5.430672764778137207e-01 -2.972105741500854492e-01
2.352659702301025391e-01 -9.319416880607604980e-01 -6.614979505538940430e-01 -6.123560070991516113e-01
1.231229230761528015e-01 2.629631161689758301e-01 -2.745262086391448975e-01 -8.931630104780197144e-02
3.598383069038391113e-01 -3.539150059223175049e-01 -1.058486580848693848e+00 -1.004023909568786621e+00
-9.631527215242385864e-02 -4.908646643161773682e-01 -8.251996636390686035e-01 -3.685723245143890381e-01
2.338107526302337646e-01 -8.231862783432006836e-01 -8.845112323760986328e-01 -4.977889358997344971e-01
6.470403075218200684e-01 -9.174792170524597168e-01 -1.188445329666137695e+00 -1.107101798057556152e+00
-1.521143764257431030e-01 -4.256631433963775635e-01 -9.070338010787963867e-01 -8.449354767799377441e-01
7.052838802337646484e-01 -9.110982418060302734e-01 -7.554016113281250000e-01 -6.656194925308227539e-01
-7.051515579223632812e-02 8.128535747528076172e-01 -5.766481757164001465e-01 -5.964202284812927246e-01
2.178907096385955811e-01 -4.899601340293884277e-01 -4.523199796676635742e-01 -3.644641339778900146e-01
1.380032449960708618e-01 2.448046356439590454e-01 -6.157640814781188965e-01 -7.089518904685974121e-01
2.504239082336425781e-01 -5.528669357299804688e-01 -1.057357430458068848e+00 -5.144997835159301758e-01
-9.569685906171798706e-02 1.386262655258178711e+00 -2.819066941738128662e-01 -3.715097308158874512e-01
6.012285128235816956e-02 -2.142904996871948242e+00 -1.394493699073791504e+00 -1.190825343132019043e+00
-4.292595982551574707e-01 -1.514557003974914551e-01 -3.207635879516601562e-01 -2.539227008819580078e-01
-1.055818796157836914e+00 8.550202846527099609e-02 -4.150550365447998047e-01 -2.957221567630767822e-01
-3.004179477691650391e+00 -1.666545271873474121e+00 -4.226971864700317383e-01 -2.878633439540863037e-01
8.424496650695800781e-01 -3.760776519775390625e-01 -1.319597482681274414e+00 -1.378295540809631348e+00
3.554586768150329590e-01 -1.099965453147888184e+00 -1.007424950599670410e+00 -1.173376083374023438e+00
-1.760956645011901855e-01 -2.953148074448108673e-02 -8.319789171218872070e-01 -9.620723128318786621e-01
2.106638848781585693e-01 -4.867411851882934570e-01 -5.239441990852355957e-01 -4.511731564998626709e-01
4.040093421936035156e-01 -8.521775603294372559e-01 -1.057692766189575195e+00 -9.414433240890502930e-01
-1.909529268741607666e-01 -5.117974430322647095e-02 -1.126939177513122559e+00 -8.539048433303833008e-01
4.247810244560241699e-01 3.943423926830291748e-01 -8.515062332153320312e-01 -7.815438508987426758e-01
-6.137567758560180664e-01 1.069244861602783203e+00 -3.651057779788970947e-01 -5.288433432579040527e-01
5.304245352745056152e-01 -9.127023816108703613e-01 -1.232772588729858398e+00 -1.195568442344665527e+00
1.469364613294601440e-01 -2.105877399444580078e-01 -6.818814277648925781e-01 -4.027563333511352539e-01
-1.370388865470886230e+00 5.646173357963562012e-01 -2.207019329071044922e-01 -4.190525114536285400e-01
-9.265010803937911987e-02 -2.179339677095413208e-01 -9.764619469642639160e-01 -5.327203273773193359e-01
-7.622267603874206543e-01 -3.378444015979766846e-01 -4.309750795364379883e-01 -4.081116914749145508e-01
-5.901187658309936523e-01 4.146073162555694580e-01 -5.395095348358154297e-01 -2.812013030052185059e-01
-3.031879663467407227e-01 4.889137744903564453e-01 -4.936539828777313232e-01 9.612944908440113068e-03
-1.015931010246276855e+00 -1.519289851188659668e+00 -2.974750660359859467e-02 -4.579146951436996460e-02
3.883125782012939453e-01 -1.194794416427612305e+00 -7.896103262901306152e-01 -7.328122258186340332e-01
6.206406950950622559e-01 -1.045330762863159180e+00 -8.392195105552673340e-01 -9.447881579399108887e-01
5.269005894660949707e-01 -8.387981057167053223e-01 -1.092386960983276367e+00 -1.095035910606384277e+00
-3.004784882068634033e-01 -1.656048558652400970e-02 -3.043389022350311279e-01 -2.530108988285064697e-01
-1.096345424652099609e+00 7.071321606636047363e-01 -2.989510893821716309e-01 -1.255303323268890381e-01
1.894136071205139160e+00 -8.407461643218994141e-02 -3.096379041671752930e-01 1.539383977651596069e-01
-9.132521152496337891e-01 1.294892281293869019e-01 -4.131977260112762451e-01 -2.170574069023132324e-01
3.464354202151298523e-02 1.820146106183528900e-03 -2.565226256847381592e-01 -7.074012607336044312e-02
3.434135019779205322e-01 -4.152234494686126709e-01 -3.640742003917694092e-01 -3.147140443325042725e-01
-1.516909301280975342e-01 3.086735308170318604e-01 -8.343262076377868652e-01 -2.661955356597900391e-01
-1.641848534345626831e-01 1.103978902101516724e-01 -5.208479762077331543e-01 -2.340810149908065796e-01
6.151814386248588562e-02 6.053670048713684082e-01 -6.170327588915824890e-02 -6.118547543883323669e-02
4.553385972976684570e-01 -1.090225458145141602e+00 -8.414385914802551270e-01 -9.986096024513244629e-01
5.010613799095153809e-01 -9.396570324897766113e-01 -1.232570052146911621e+00 -1.160776138305664062e+00
3.482269942760467529e-01 -6.514430046081542969e-01 -8.956496119499206543e-01 -8.682058453559875488e-01
1.479003280401229858e-01 -1.883831620216369629e-02 -1.244970083236694336e+00 -1.310191601514816284e-01
3.384393453598022461e-01 -4.366667568683624268e-01 -4.339765906333923340e-01 -4.033032059669494629e-01
4.415405094623565674e-01 -1.299730896949768066e+00 -7.233408093452453613e-01 -7.381583452224731445e-01
5.777337551116943359e-01 -1.011755704879760742e+00 -1.030869603157043457e+00 -9.929595589637756348e-01
3.202030807733535767e-02 -9.708506464958190918e-01 -1.048924565315246582e+00 -8.054001331329345703e-01
6.440024375915527344e-01 -7.558985352516174316e-01 -1.544075369834899902e+00 -1.370842576026916504e+00
1.678496003150939941e-01 -1.905964314937591553e-02 -4.679692685604095459e-01 -3.826080262660980225e-01
3.573666214942932129e-01 -6.197447180747985840e-01 -8.041965961456298828e-01 -7.825279235839843750e-01
8.984233438968658447e-02 -7.217705249786376953e-01 -8.956080079078674316e-01 -7.921965718269348145e-01
2.994070947170257568e-01 -5.571694970130920410e-01 -1.193880319595336914e+00 -1.233885765075683594e+00
1.694818288087844849e-01 1.426265239715576172e-01 -5.568283200263977051e-01 -3.920478522777557373e-01
8.717940188944339752e-03 -4.388649165630340576e-01 -6.670822501182556152e-01 -4.978078007698059082e-01
1.093467831611633301e+00 3.952697813510894775e-01 -7.744331955909729004e-01 -4.970594048500061035e-01
9.675490856170654297e-01 8.474210500717163086e-01 -3.738367557525634766e-01 -3.666612505912780762e-02
4.982024431228637695e-01 -8.108329772949218750e-01 -1.032518506050109863e+00 -7.270910739898681641e-01
4.564522504806518555e-01 -9.100112318992614746e-01 -1.035406827926635742e+00 -9.441009759902954102e-01
1.260513216257095337e-01 -4.451696574687957764e-01 -5.248078107833862305e-01 -5.083099603652954102e-01
4.384473264217376709e-01 -9.794290661811828613e-01 -9.067205190658569336e-01 -9.138063192367553711e-01
3.210185766220092773e-01 1.315936595201492310e-01 -6.956888437271118164e-01 -5.275787115097045898e-01
3.402888178825378418e-01 -7.627113461494445801e-01 -9.776300787925720215e-01 -9.320319294929504395e-01
5.390464663505554199e-01 -8.674474954605102539e-01 -9.835937023162841797e-01 -1.088203787803649902e+00
7.026215195655822754e-01 -8.913609981536865234e-01 -1.322981357574462891e+00 -1.084388613700866699e+00
3.864958584308624268e-01 -9.109671711921691895e-01 -1.211523056030273438e+00 -1.047684788703918457e+00
3.300884664058685303e-01 -6.603596806526184082e-01 -1.093973994255065918e+00 -9.493721127510070801e-01
